route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url
2229,HSL,229,Leppävaara-Karakallio-Viherlaakso,,704,http://aikataulut.hsl.fi/linjat/fi/b229.html
2231N,HSL,231N,Elielinaukio-Leppävaara-Lintuvaara-Järvenperä,,701,http://aikataulut.hsl.fi/linjat/fi/s231n.html
2232,HSL,232,Kirkkotie-Sepänkylä-Gallträsk-Kasavuori-Kirkkotie,,704,http://aikataulut.hsl.fi/linjat/fi/b232.html
2235,HSL,235,Elielinaukio-Leppävaara-Espoon keskus-Kuurinniitty,,701,http://aikataulut.hsl.fi/linjat/fi/b235.html
2235N,HSL,235N,Elielinaukio-Leppävaara-Espoon keskus-Kuurinniitty,,701,http://aikataulut.hsl.fi/linjat/fi/b235N.html
2236,HSL,236,Leppävaara-Viherlaakso-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b236.html
2236K,HSL,236K,Leppävaara-Kera-Viherlaakso-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b236K.html
2236V,HSL,236V,Leppävaara-Viherlaakso-Koskelo-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b236V.html
2238,HSL,238,Leppävaara-Nupuri-Brobacka-Siikajärvi-Siikaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b238.html
2238B,HSL,238B,Leppävaara-Nupuri-Brobacka-Siikajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b238B.html
2238K,HSL,238K,Leppävaara-Nupuri-Kolmperä-Siikajärvi-Siikaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b238K.html
2238KB,HSL,238KB,Leppävaara-Nupuri-Kolmperä-Siikajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b238KB.html
2238KT,HSL,238KT,Leppävaara-Nupuri-Kolmperä-Siikaranta,,701,http://aikataulut.hsl.fi/linjat/fi/b238KT.html
2238T,HSL,238T,Leppävaara-Nupuri-Brobacka-Siikaranta,,701,http://aikataulut.hsl.fi/linjat/fi/b238T.html
2239,HSL,239,Leppävaara-Viherlaakso-Perusmäki-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b239.html
2239T,HSL,239T,Leppävaara-Viherlaakso-Röylä-Perusmäki-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b239T.html
2241,HSL,241,Espoon keskus-Mikkelä-Hirvisuo,,701,http://aikataulut.hsl.fi/linjat/fi/b241.html
2241V,HSL,241V,Espoon keskus-Hirvisuo,,701,http://aikataulut.hsl.fi/linjat/fi/b241V.html
2242,HSL,242,Espoon keskus-Muurala-Nupuri-Siikaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b242.html
2245,HSL,245,Espoon keskus-Nuuksionpää,,701,http://aikataulut.hsl.fi/linjat/fi/b245.html
2245A,HSL,245A,Espoon keskus-Nuuksionpää-Kattila,,701,http://aikataulut.hsl.fi/linjat/fi/b245A.html
2245K,HSL,245K,Espoon keskus-Muurala-Nuuksionpää,,701,http://aikataulut.hsl.fi/linjat/fi/b245K.html
2245KA,HSL,245KA,Espoon keskus-Muurala-Nuuksionpää-Kattila,,701,http://aikataulut.hsl.fi/linjat/fi/b245KA.html
2246,HSL,246,Espoon keskus-Röylä-Bodom-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b246.html
2246K,HSL,246K,Espoon keskus-Kellonummi-Röylä,,701,http://aikataulut.hsl.fi/linjat/fi/b246K.html
2246KT,HSL,246KT,Espoon keskus-Kellonummi-Bodom-Röylä,,701,http://aikataulut.hsl.fi/linjat/fi/b246KT.html
2246T,HSL,246T,Espoon keskus-Bodom-Röylä,,701,http://aikataulut.hsl.fi/linjat/fi/b246T.html
2321,HSL,321,Elielinaukio-Jupperi-Vanhakartano,,701,http://aikataulut.hsl.fi/linjat/fi/b321.html
2321N,HSL,321N,Elielinaukio-Jupperi-Vanhakartano-Niipperi,,701,http://aikataulut.hsl.fi/linjat/fi/b321N.html
2345,HSL,345,Elielinaukio-Rinnekoti,,701,http://aikataulut.hsl.fi/linjat/fi/b345.html
2345N,HSL,345N,Elielinaukio-Hämeenkylä-Rinnekoti,,701,http://aikataulut.hsl.fi/linjat/fi/b345N.html
2348,HSL,348,Rinnekoti-Röylä-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b348.html
2348V,HSL,348V,Rinnekoti-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b348V.html
2349,HSL,349,Lepsämänjoki-Hännikäinen-Serena-Kalajärvi-Lahnus-Röylä,,701,http://aikataulut.hsl.fi/linjat/fi/b349.html
2349B,HSL,349B,Lepsämänjoki-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b349B.html
2349BK,HSL,349BK,Lepsämänjoki-Hännikäinen-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b349BK.html
2435,HSL,435,Elielinaukio-Koskelo,,701,http://aikataulut.hsl.fi/linjat/fi/b435.html
2436,HSL,436,Elielinaukio-Martinlaakso-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b436.html
2436K,HSL,436K,Elielinaukio-Martinlaakso-Juvanmalmi-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b436K.html
2436N,HSL,436N,Elielinaukio-Myyrmäki-Pähkinärinne-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b436N.html
2502,HSL,502,Merihaka-Meilahti-Munkkiniemi-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b502.html
2531,HSL,531,Tiistilä-Matinkylä (M)-Olari-Espoon keskus-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b531.html
2531B,HSL,531B,Tiistilä-Matinkylä (M)-Olari,,701,http://aikataulut.hsl.fi/linjat/fi/b531B.html
2532,HSL,532,Matinkylä-Suurpelto-Kera-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b532.html
2533,HSL,533,Matinkylä-Suurpelto-Kauniainen-Järvenperä,,701,http://aikataulut.hsl.fi/linjat/fi/b533.html
2542,HSL,542,Soukka-Kivenlahti-Latokaski-Espoon keskus-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b542.html
2543,HSL,543,Leppävaara-Mankkaa-Olari-Soukka-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/b543.html
2544,HSL,544,Leppävaara-Nihtisilta-Soukka-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/b544.html
2548,HSL,548,Tapiola (M)-Mankkaa-Kauniainen-Viherlaakso-Jupperi,,701,http://aikataulut.hsl.fi/linjat/fi/b548.html
2549,HSL,549,Tapiola (M)-Mankkaa-Kauniainen-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b549.html
2550,HSL,550,Itäkeskus-Westendinasema,,702,http://aikataulut.hsl.fi/linjat/fi/b550.html
2551,HSL,551,Pasila-Meilahti-Otaniemi (M)-Tapiola (M),,701,http://aikataulut.hsl.fi/linjat/fi/b551.html
2551N,HSL,551N,Kamppi-Teekkarikylä-Tapiola (M),,701,http://aikataulut.hsl.fi/linjat/fi/b551N.html
2552,HSL,552,Malmi-Maunula-Munkkiniemi-Otaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b552.html
2553,HSL,553,Hakunila-Malmi-Maunula-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b553.html
2553K,HSL,553K,Hakunila-Malmi-Maunula-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b553K.html
2582,HSL,582,Espoon keskus-Juvanmalmi-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b582.html
2582B,HSL,582B,Espoon keskus-Juvanmalmi-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b582B.html
2582K,HSL,582K,Espoon keskus-Koskelo-Juvanmalmi-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b582K.html
2582KB,HSL,582KB,Espoon keskus-Koskelo-Juvanmalmi-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b582KB.html
3001D,HSL,D,Helsinki-Riihimäki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001I,HSL,I,Helsinki-Helsinki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001K,HSL,K,Helsinki-Kerava,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001N,HSL,N,Helsinki-Kerava,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001R,HSL,R,Helsinki-Riihimäki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001T,HSL,T,Helsinki-Riihimäki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3001Z,HSL,Z,Helsinki-Lahti,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002A,HSL,A,Helsinki-Leppävaara,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002E,HSL,E,Helsinki-Kauklahti,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002L,HSL,L,Helsinki-Kirkkonummi,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002P,HSL,P,Helsinki-Helsinki,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002U,HSL,U,Helsinki-Kirkkonummi,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002X,HSL,X,Helsinki-Kirkkonummi,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
3002Y,HSL,Y,Helsinki-Siuntio,,109,https://www.vr.fi/cs/vr/fi/paakaupunkiseudun_lahiliikenne
31M1,HSL,M1,Matinkylä - Vuosaari,,1,http://aikataulut.hsl.fi/linjat/fi/bM1.html
31M1B,HSL,M1B,Itäkeskus - Vuosaari,,1,http://aikataulut.hsl.fi/linjat/fi/bM1B.html
31M2,HSL,M2,Tapiola - Mellunmäki,,1,http://aikataulut.hsl.fi/linjat/fi/bM2.html
31M2B,HSL,M2B,Itäkeskus - Mellunmäki,,1,http://aikataulut.hsl.fi/linjat/fi/bM2B.html
4311,HSL,311,Myyrmäki-Hämeenkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b311.html
4311A,HSL,311A,Tikkurila-Myyrmäki-Hämeenkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b311A.html
4313,HSL,313,Kaivoksela-Myyrmäki-Hämeenkylä,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_313_web.pdf
4322,HSL,322,Elielinaukio-Vantaankoski,,701,http://aikataulut.hsl.fi/linjat/fi/b322.html
4332,HSL,332,Elielinaukio-Varisto-Askisto,,701,http://aikataulut.hsl.fi/linjat/fi/b332.html
4335,HSL,335,Linnainen-Vapaala-Myyrmäki-Louhela-Martinlaakso-Askisto,,701,http://aikataulut.hsl.fi/linjat/fi/b335.html
4335B,HSL,335B,Myyrmäki-Martinlaakso-Askisto,,701,http://aikataulut.hsl.fi/linjat/fi/b335B.html
4411,HSL,411,Elielinaukio-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b411.html
4412,HSL,412,Kaivoksela-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b412.html
4413,HSL,413,Martinlaakso-Myyrmäki,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_413_web.pdf
4415,HSL,415,Elielinaukio-Ylästö-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b415.html
4415N,HSL,415N,Elielinaukio-Myyrmäki-Ylästö-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b415N.html
4421,HSL,421,Elielinaukio-Martinlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b421.html
4431,HSL,431,Elielinaukio-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b431.html
4431N,HSL,431N,Elielinaukio-Myyrmäki-Kannisto-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b431N.html
4432,HSL,432,Martinlaakso-Petas-Kivistö-Kirkka,,701,http://aikataulut.hsl.fi/linjat/fi/b432.html
4433,HSL,433,Martinlaakso-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b433.html
4433K,HSL,433K,Martinlaakso-Petas-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b433K.html
4434,HSL,434,Kivistö-Keimola,,701,http://aikataulut.hsl.fi/linjat/fi/b434.html
4443,HSL,443,Kivistö-Vestra,,701,http://aikataulut.hsl.fi/linjat/fi/b443.html
4443K,HSL,443K,Kivistö-Luhtaanmäki-Vestra,,701,http://aikataulut.hsl.fi/linjat/fi/b443K.html
4444,HSL,444,Kivistö-Katriinan sairaala-Tapola-Riipilä,,701,http://aikataulut.hsl.fi/linjat/fi/b444.html
4444T,HSL,444T,Kivistö-Katriinan sairaala-Tapola-Pirttiranta-Riipilä,,701,http://aikataulut.hsl.fi/linjat/fi/b444T.html
4445,HSL,445,Kivistö-Katriinan sairaala-Reuna,,701,http://aikataulut.hsl.fi/linjat/fi/b445.html
4445T,HSL,445T,Kivistö-Katriinan sairaala-Tapola-Reuna,,701,http://aikataulut.hsl.fi/linjat/fi/b445T.html
4446,HSL,446,Kivistö-Koivupää-Katriinan sairaala-Kesäkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b446.html
4447,HSL,447,Kivistö-Viinikanmetsä-Kesäkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b447.html
4518,HSL,518,Ilmala-Pasila-Kuninkaanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b518.html
4555,HSL,555,Lauttasaari (M)-Martinlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b555.html
4555B,HSL,555B,Leppävaara-Hämevaara-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b555B.html
4560,HSL,560,Rastila (M)-Vuosaari (M)-Kontula (M)-Malmi-Myyrmäki,,702,http://aikataulut.hsl.fi/linjat/fi/b560.html
4561,HSL,561,Itäkeskus (M) - Malmi - Aviapolis - Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b561.html
4562,HSL,562,Mellunmäki - Tikkurila - Aviapolis,,701,http://aikataulut.hsl.fi/linjat/fi/v562.html
4562N,HSL,562N,Mellunmäki - Tikkurila - Aviapolis - Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/v562.html
4571,HSL,571,Tikkurila-Myyrmäki-Varisto,,701,http://aikataulut.hsl.fi/linjat/fi/b571.html
4572,HSL,572,Mellunmäki-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b572.html
4572K,HSL,572K,Mellunmäki-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b572K.html
4573,HSL,573,Aviapolis-Ylästö-Vantaankoski,,701,http://aikataulut.hsl.fi/linjat/fi/b573.html
4574,HSL,574,Peijas-Myyrmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b574.html
4575,HSL,575,Tikkurila-Martinlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b575.html
4576,HSL,576,Tikkurila-Seutula-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b576.html
4587,HSL,587,Mellunmäki-Leppäkorpi,,701,http://aikataulut.hsl.fi/linjat/fi/b587.html
4588,HSL,588,Länsisalmi-Sotungin koulu,,701,http://aikataulut.hsl.fi/linjat/fi/b588.html
4588B,HSL,588B,Länsisalmi-Sotungin koulu,,701,http://aikataulut.hsl.fi/linjat/fi/b588B.html
4611,HSL,611,Rautatientori-Siltamäki-Suutarila-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b611.html
4611B,HSL,611B,Rautatientori-Siltamäki-Suutarila,,701,http://aikataulut.hsl.fi/linjat/fi/b611B.html
4614,HSL,614,Rautatientori-Ylästö,,701,http://aikataulut.hsl.fi/linjat/fi/b614.html
4615,HSL,615,Rautatientori-Kartanonkoski-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b615.html
4616,HSL,616,Hakaniemi-Tammisto-Kivistö,,701,http://aikataulut.hsl.fi/linjat/fi/b616.html
4617,HSL,617,Hakaniemi-Lentoasema,,701,http://aikataulut.hsl.fi/linjat/fi/b617.html
4618,HSL,618,Tikkurila-Simonkylä-Leinelä-Peijas,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_618_web.pdf
4619,HSL,619,Tikkurila-Hiekkaharju-Simonsilta,,701,http://aikataulut.hsl.fi/linjat/fi/b619.html
4621,HSL,621,Hakaniemi-Aviapolis-Kylmäoja,,701,http://aikataulut.hsl.fi/linjat/fi/b621.html
4622,HSL,622,Hakaniemi-Kylmäoja,,701,http://aikataulut.hsl.fi/linjat/fi/b622.html
4623,HSL,623,Hakaniemi-Peijas,,701,http://aikataulut.hsl.fi/linjat/fi/b623.html
4623B,HSL,623B,Hakaniemi-Leinelä,,701,http://aikataulut.hsl.fi/linjat/fi/b623B.html
4624,HSL,624,Tikkurila-Ilola-Leinelä-Koivukylä-Havukoski-Päiväkumpu,,701,http://aikataulut.hsl.fi/linjat/fi/b624.html
4624N,HSL,624N,Tikkurila-Ruskeasanta-Ilola-Leinelä,,701,http://aikataulut.hsl.fi/linjat/fi/b624N.html
4625,HSL,625,Leinelä-Koivukylä-Peijas-Rekolanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b625.html
4631,HSL,631,Tikkurila-Kulomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b631.html
4699X,HSL,699X3,Malmi - Kerava,,701,http://aikataulut.hsl.fi/linjat/fi/b699X3.html
4711,HSL,711,Kuninkaanmäki-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b711.html
4711K,HSL,711K,Kuninkaanmäki-Sotunki-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b711K.html
4712,HSL,712,Kuninkaanmäki-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b712.html
4713,HSL,713,Hakunilan palvelulinja,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_713_web.pdf
4713B,HSL,713B,Hakunilan palvelulinja,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_713_web.pdf
4717,HSL,717,Rautatientori-Jakomäki-Hakunila-Kuninkaanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b717.html
4717A,HSL,717A,Rautatientori-Jakomäki-Hakunila-Sotunki,,701,http://aikataulut.hsl.fi/linjat/fi/b717A.html
4717AK,HSL,717AK,Sotunki-Hakunila-Jakomäki-Rautatientori,,701,http://aikataulut.hsl.fi/linjat/fi/b717AK.html
4717N,HSL,717N,Rautatientori-Jakomäki-Hakunila-Kuninkaanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b717N.html
4718,HSL,718,Rautatientori-Nissas,,701,http://aikataulut.hsl.fi/linjat/fi/b718.html
4719,HSL,719,Nybygget-Hakunila,,701,http://aikataulut.hsl.fi/linjat/fi/b719.html
4719B,HSL,719B,Länsisalmi-Hakunila,,701,http://aikataulut.hsl.fi/linjat/fi/b719B.html
4719K,HSL,719K,Nybygget-Länsisalmi-Hakunila,,701,http://aikataulut.hsl.fi/linjat/fi/b719K.html
4722,HSL,722,Rautatientori-Honkanummi-Havukoski,,701,http://aikataulut.hsl.fi/linjat/fi/b722.html
4723,HSL,723,Koivukylän palvelulinja,,704,https://www.hsl.fi/sites/default/files/uploads/hsl_lahibussi_723_web.pdf
4724,HSL,724,Rautatientori-Jokiniemi-Päiväkumpu,,701,http://aikataulut.hsl.fi/linjat/fi/b724.html
4724N,HSL,724N,Rautatientori-Tikkurila-Koivukylä-Päiväkumpu,,701,http://aikataulut.hsl.fi/linjat/fi/b724N.html
4731,HSL,731,Rautatientori-Kulomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b731.html
4731N,HSL,731N,Rautatientori-Kulomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b731N.html
4735,HSL,735,Tikkurila-Korso-Mikkola,,701,http://aikataulut.hsl.fi/linjat/fi/b735.html
4736,HSL,736,Tikkurila-Vierumäki,,701,http://aikataulut.hsl.fi/linjat/fi/b736.html
4736A,HSL,736A,Jokiniemi-Tikkurila-Korso-Vierumäki,,701,http://aikataulut.hsl.fi/linjat/fi/b736A.html
4737,HSL,737,Pohjois-Nikinmäki-Nikinmäki-Mikkola-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b737.html
4737K,HSL,737K,Pohjois-Nikinmäki-Nikinmäki-Jokivarsi-Mikkola-Korso,,701,http://aikataulut.hsl.fi/linjat/fi/b737K.html
4739,HSL,739,Rautatientori-Päiväkumpu-Korso-Pohjois-Nikinmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b739.html
4739V,HSL,739V,Rautatientori-Pohjois-Nikinmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b739V.html
5565,HSL,565,Vantaankoski-Myyrmäki-Jupperi-Jorvi-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b565.html
5565B,HSL,565B,Jupperi-Jorvi-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b565B.html
5566,HSL,566,Martinlaakso-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b566.html
6171,HSL,171,Matinkylä (M)-Masala-Kirkkonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b171.html
6172,HSL,172,Matinkylä (M)-Masala-Kirkkonummi-Kantvik,,701,http://aikataulut.hsl.fi/linjat/fi/b172.html
6173,HSL,173,Matinkylä (M)-Masala-Kirkkonummi-Upinniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b173.html
6173K,HSL,173K,Matinkylä (M)-Masala-Kirkkonummi-Upinniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b173K.html
6173N,HSL,173N,Kamppi-Masala-Kirkkonummi-Upinniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b173N.html
6173Z,HSL,173Z,Matinkylä (M)-Kirkkonummi-Upinniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b173Z.html
6174Z,HSL,174Z,Matinkylä (M)-Kirkkonummi-Gesterby,,701,http://aikataulut.hsl.fi/linjat/fi/b174Z.html
6181,HSL,181,Kirkkonummi-Siuntio,,701,http://aikataulut.hsl.fi/linjat/fi/b181.html
6182,HSL,182,Kirkkonummi-Siuntio,,701,http://aikataulut.hsl.fi/linjat/fi/b182.html
6243,HSL,243,Espoon keskus-Muurala-Kolmperä-Kolmiranta-Veikkola,,701,http://aikataulut.hsl.fi/linjat/fi/b243.html
6901,HSL,901,Luoma-Masala-Jorvaksentie-Hirsala,,701,http://aikataulut.hsl.fi/linjat/fi/b901.html
6901K,HSL,901K,Luoma-Masala-Gesterby-Hirsala,,701,http://aikataulut.hsl.fi/linjat/fi/b901K.html
6902,HSL,902,Pikkalan tehdas-Kirkkonummi-Porkkala,,701,http://aikataulut.hsl.fi/linjat/fi/b902.html
6902K,HSL,902K,Pikkalan tehdas-Kirkkonummi-Porkkala,,701,http://aikataulut.hsl.fi/linjat/fi/b902K.html
6903,HSL,903,Kirkkonummi-Hila,,701,http://aikataulut.hsl.fi/linjat/fi/b903.html
6903K,HSL,903K,Kirkkonummi-Kantvik-Hila,,701,http://aikataulut.hsl.fi/linjat/fi/b903K.html
6906,HSL,906,Luoma-Masala-Kauhala,,701,http://aikataulut.hsl.fi/linjat/fi/b906.html
6907,HSL,907,Kirkkonummi-Veklahti-Lapinkylä-Veikkola,,701,http://aikataulut.hsl.fi/linjat/fi/b907.html
6908,HSL,908,Kirkkonummi-Evitskog-Kylmälä-Veikkola-Kaislampi,,701,http://aikataulut.hsl.fi/linjat/fi/b908.html
6908K,HSL,908K,Kirkkonummi-Evitskog-Kylmälä-Veikkola-Kaislampi,,701,http://aikataulut.hsl.fi/linjat/fi/b908K.html
6909,HSL,909,Veikkola-Lapinkylä-Kauhala,,701,http://aikataulut.hsl.fi/linjat/fi/b909.html
6909K,HSL,909K,Veikkola-Lapinkylä-Kauhala,,701,http://aikataulut.hsl.fi/linjat/fi/b909K.html
6911,HSL,911,Kauklahti-Masala-Kirkkonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b911.html
7191,HSL,191,Kirkkonummi-Pikkala th.(-Inkoo),,700,http://aikataulut.hsl.fi/linjat/fi/b191.html
7191N,HSL,191N,Matinkylä-Kirkkonummi-Pikkala th.,,700,http://aikataulut.hsl.fi/linjat/fi/b191N.html
7280,HSL,280,Kamppi-Turunväylä-Veikkola-,,700,http://aikataulut.hsl.fi/linjat/fi/b280.html
7346,HSL,346,Helsinki-Kalajärvi-(Vihti),,700,http://aikataulut.hsl.fi/linjat/fi/b346.html
7355,HSL,355,Helsinki-Klaukkala,,700,http://aikataulut.hsl.fi/linjat/fi/b355.html
7355T,HSL,355T,Helsinki-Klaukkala,,700,http://aikataulut.hsl.fi/linjat/fi/b355T.html
7455,HSL,455,Kamppi-Keimola-Luhtaanmäki (-Klaukkala),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7456,HSL,456,Kamppi-Keimola-Luhtaanmäki (-Klaukkala),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7457,HSL,457,Kamppi-Keimola-Luhtaanmäki (-Klaukkala),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7465,HSL,465,Kamppi-Keimola-Syväoja,,700,http://aikataulut.hsl.fi/linjat/fi/u_465_485.html
7480,HSL,480,Kamppi-Keimola-Luhtaanmäki (-Klaukkala),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7485,HSL,485,Kamppi-Keimola-Syväoja (-Hyvinkää),,700,http://aikataulut.hsl.fi/linjat/fi/u_465_485.html
7486,HSL,486,Kamppi-Keimola-Luhtaanmäki (-Klaukkala),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7632,HSL,632,Rautatientori-Aviapolis-Hyrylä-Kerava,,700,http://aikataulut.hsl.fi/linjat/fi/b632.html
7632B,HSL,632B,Rautatientori-Aviapolis-Hyrylä,,700,http://aikataulut.hsl.fi/linjat/fi/b632B.html
7635,HSL,635,Rautatientori-Leinelä-Hyrylä-Kilta-Kerava,,700,http://aikataulut.hsl.fi/linjat/fi/b635.html
7635B,HSL,635B,Rautatientori-Leinelä-Hyrylä,,700,http://aikataulut.hsl.fi/linjat/fi/b635B.html
7635BZ,HSL,635BZ,Rautatientori-Hyrylä,,700,http://aikataulut.hsl.fi/linjat/fi/b635BZ.html
7635K,HSL,635K,Rautatientori-Leinelä-Hyrylä-Kilta-Kerava,,700,http://aikataulut.hsl.fi/linjat/fi/b635K.html
7635Z,HSL,635Z,Rautatientori-Hyrylä-Kerava,,700,http://aikataulut.hsl.fi/linjat/fi/b635Z.html
7637,HSL,637,Kamppi-Hyrylä-Nahkela-Palojoki,,700,http://aikataulut.hsl.fi/linjat/fi/b637.html
7638,HSL,638,Kamppi-Kerava,,700,http://aikataulut.hsl.fi/linjat/fi/b638.html
7638K,HSL,638K,Kamppi-Riihikallio-Kerava,,700,http://aikataulut.hsl.fi/linjat/fi/b638K.html
7643,HSL,643,Kamppi-Hyrylä,,700,http://aikataulut.hsl.fi/linjat/fi/b643.html
7643T,HSL,643T,Kamppi-Maantiekylä-Hyrylä,,700,http://aikataulut.hsl.fi/linjat/fi/b643T.html
7644,HSL,644,Kamppi-Hyrylä-Koskenmäki,,700,http://aikataulut.hsl.fi/linjat/fi/b644.html
7662,HSL,662,Kamppi-Hyrylä-Jäniksenlinna-Hyvinkää,,700,http://aikataulut.hsl.fi/linjat/fi/b662.html
